file,path,measured_m,note,use_body_plane,safety_margin_m,code_sha,release_path_mode,width,height,focal_source,f_px,verdict,fit_score,warnings,ground_m,endpoint_m,contour_m,face_m,face_raw_m,spread_m,dx_m,dy_m,dz_m,u_a,u_b,z_a,z_b,dgap_dza,dgap_dzb,dgap_dua,dgap_dub,lever_ratio,dz_shift_a,dz_shift_b,gap_pred_shift,gap_real_shift,px10_m,zsig_m,l_angle,r_angle,l_resid,r_resid,l_gate,r_gate,l_z_edge,l_z_med,r_z_edge,r_z_med,l_extrap_m,r_extrap_m,gates,front_band_px,edge_off_px,contour_points,mask_fill,refer,path_mode,error,seconds
IMG_1280.JPG,photos\IMG_1280.JPG,3.2,정면,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,3.627,3.629,3.628804028397209,,4.98,0.0,3.604,0.115,0.406,1267.0,2777.0,6.746,7.152,0.143778,0.371514,-0.002302,0.002441,2.584,0.363,-0.029,0.0414,0.019,0.0244,0.0196,13.6,3.5,0.047,0.0529,ok,ok,6.746,6.387,7.152,7.272,,,,76/75,2.3/0.7,191/139,0.72/0.825,,on,,6.5
IMG_1280.JPG,photos\IMG_1280.JPG,3.2,정면,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,3.608,3.611,3.6114861054936287,,4.98,0.0,3.518,0.159,0.799,1267.0,2777.0,6.383,7.181,0.029384,0.476286,-0.002137,0.002405,16.209,0.363,-0.029,-0.0031,0.019,0.024,0.0079,13.6,3.5,0.047,0.0529,ok,ok,6.746,6.387,7.152,7.272,,,ok:200;ok:200,76/75,2.3/0.7,191/139,0.72/0.825,,off_alt,,7.1
IMG_1281.JPG,photos\IMG_1281.JPG,,미측정,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,3.416,3.419,3.41900902650089,,4.94,0.0,3.38,0.149,0.493,1192.0,2992.0,5.201,5.694,0.135815,0.475857,-0.001767,0.001935,3.504,0.116,0.029,0.0296,0.023,0.0193,0.0377,8.7,3.6,0.053,0.0793,ok,ok,5.201,5.036,5.694,5.77,,,,71/62,1.5/0.0,166/119,0.691/0.795,,on,,6.6
IMG_1281.JPG,photos\IMG_1281.JPG,,미측정,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,3.393,3.393,3.3929655906798875,,4.94,0.0,3.343,0.006,0.581,1189.0,2992.0,5.085,5.665,0.108655,0.501371,-0.00172,0.001917,4.614,0.116,0.029,0.0271,0.023,0.0192,0.0038,8.7,3.6,0.053,0.0793,ok,ok,5.2,5.036,5.694,5.77,,,ok:200;ok:198,71/62,4.5/0.0,166/117,0.691/0.795,,off_alt,,7.3
IMG_1287.JPG,photos\IMG_1287.JPG,3.7,실측 · 야간 · 볼트↔쏘렌토 (사잇각 0.5°),True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,3.469,3.472,3.472124395081842,4.370396798349525,4.37,0.898,3.438,0.143,0.465,1146.0,2934.0,5.36,5.825,0.161974,0.446492,-0.001824,0.001982,2.757,0.069,0.445,0.2099,0.177,0.0198,0.0484,3.0,15.6,0.0462,0.1085,ok,ok,5.36,5.291,5.825,5.497,,,,69/66,5.8/0.8,171/128,0.729/0.794,,on,,7.2
IMG_1287.JPG,photos\IMG_1287.JPG,3.7,실측 · 야간 · 볼트↔쏘렌토 (사잇각 0.5°),True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,3.292,3.321,3.320595108623848,4.370396798349525,4.37,1.05,3.291,0.432,0.089,1138.0,2934.0,5.291,5.38,0.274291,0.34224,-0.001816,0.001847,1.248,0.069,0.445,0.1712,0.177,0.0185,0.0015,3.0,15.6,0.0462,0.1085,ok,ok,5.359,5.291,5.825,5.497,,,ok:200;ok:164,69/66,13.8/0.8,171/110,0.729/0.794,,off_alt,,7.7
IMG_1288.JPG,photos\IMG_1288.JPG,1.7,실측 · 야간 · 쏘렌토↔니로 (사잇각 10.5°),True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,1.44,1.443,1.4434689615576324,2.1431273031990177,2.14,0.7,1.409,0.102,0.295,1459.0,2552.0,3.61,3.905,-0.017698,0.385076,-0.001213,0.001313,21.758,0.01,0.127,0.0487,0.015,0.0131,0.0364,9.8,2.1,0.0643,0.0945,ok,ok,3.61,3.441,3.905,3.949,,,,87/89,6.5/1.6,147/155,0.739/0.695,,on,,7.4
IMG_1288.JPG,photos\IMG_1288.JPG,1.7,실측 · 야간 · 쏘렌토↔니로 (사잇각 10.5°),True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,1.425,1.445,1.444806892872261,2.1431273031990177,2.14,0.698,1.414,0.238,0.178,1460.0,2576.0,3.6,3.778,0.064513,0.315726,-0.001227,0.001287,4.894,0.01,0.127,0.0407,0.015,0.0129,0.0009,9.8,2.1,0.0643,0.0945,ok,ok,3.61,3.441,3.906,3.949,,,ok:200;ok:200,87/89,5.5/25.6,147/155,0.739/0.695,,off_alt,,8.5
IMG_1289.JPG,photos\IMG_1289.JPG,1.4,실측 · 야간 · 상가앞 도로변 · SUV↔세단,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,1.405,1.406,1.4061113912062257,2.1524373159659143,2.15,0.746,1.39,0.065,0.205,1485.0,2274.0,5.061,5.266,0.034374,0.23367,-0.001719,0.001789,6.798,0.032,-0.069,-0.015,-0.028,0.0179,0.0128,2.3,3.0,0.0604,0.0549,ok,ok,5.061,4.993,5.266,5.374,,,,89/105,6.7/1.0,157/184,0.825/0.743,,on,,6.8
IMG_1289.JPG,photos\IMG_1289.JPG,1.4,실측 · 야간 · 상가앞 도로변 · SUV↔세단,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,1.433,1.437,1.4367135160931643,2.1524373159659143,2.15,0.716,1.4,0.101,0.306,1479.0,2274.0,5.029,5.335,-0.033276,0.299993,-0.001687,0.00179,9.015,0.032,-0.069,-0.0218,-0.028,0.0179,0.0011,2.3,3.0,0.0604,0.0549,ok,ok,5.061,4.993,5.266,5.374,,,ok:200;ok:200,89/105,12.7/1.0,157/184,0.825/0.743,,off_alt,,7.5
IMG_1291.JPG,photos\IMG_1291.JPG,3.15,실측 · 야간 · 3.1~3.2 범위로 재심 · SUV↔K5,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,3.14,3.141,3.1413004267780607,4.344192967465398,4.34,1.203,3.035,0.105,0.803,1052.0,2775.0,5.483,4.681,0.575708,-0.003683,-0.00182,0.001554,156.33,0.498,0.007,0.2867,0.255,0.0182,0.0767,25.4,1.1,0.1332,0.055,ok,ok,5.483,5.042,4.681,4.704,,,,63/75,0.4/0.4,143/134,0.735/0.779,,on,,6.9
IMG_1291.JPG,photos\IMG_1291.JPG,3.15,실측 · 야간 · 3.1~3.2 범위로 재심 · SUV↔K5,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,2.885,2.888,2.8879039005741713,4.344192967465398,4.34,1.456,2.868,0.124,0.311,1052.0,2775.0,4.985,4.674,0.436971,0.151267,-0.001702,0.001596,2.889,0.498,0.007,0.2187,0.255,0.017,0.0011,25.4,1.1,0.1332,0.055,ok,ok,5.483,5.042,4.681,4.704,,,ok:198;ok:200,63/75,0.4/0.4,143/134,0.735/0.779,,off_alt,,7.7
IMG_1292.JPG,photos\IMG_1292.JPG,1.4,실측 · 야간 · 카니발↔카니발 (좁음),True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,1.187,1.188,1.1877681948799292,1.944154814657269,1.94,0.756,1.16,0.028,0.256,1483.0,2315.0,3.966,4.222,-0.036759,0.315761,-0.00133,0.001416,8.59,0.012,-0.016,-0.0055,-0.001,0.0142,0.0212,2.4,4.8,0.0854,0.0672,ok,ok,3.966,3.923,4.222,4.098,,,,89/103,8.8/1.6,140/180,0.827/0.699,,on,,7.1
IMG_1292.JPG,photos\IMG_1292.JPG,1.4,실측 · 야간 · 카니발↔카니발 (좁음),True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,1.188,1.189,1.1891416747084402,1.944154814657269,1.94,0.755,1.153,0.057,0.284,1486.0,2314.0,3.954,4.238,-0.06252,0.338603,-0.001318,0.001413,5.416,0.012,-0.016,-0.0062,-0.001,0.0141,0.0012,2.4,4.8,0.0854,0.0672,ok,ok,3.967,3.923,4.222,4.098,,,ok:191;ok:200,89/103,5.8/0.6,140/180,0.827/0.699,,off_alt,,8.0
IMG_1293.JPG,photos\IMG_1293.JPG,3.1,실측 · 야간 · 카니발↔세단,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,2.655,2.659,2.6588935922511316,3.6128717980609952,3.61,0.954,2.655,0.14,0.031,1354.0,2730.0,5.635,5.604,0.238893,0.233603,-0.001935,0.001924,1.023,0.12,0.204,0.0763,0.075,0.0193,0.0146,5.1,11.1,0.0613,0.0543,ok,ok,5.635,5.529,5.604,5.371,,,,81/78,4.1/0.7,108/188,0.807/0.681,,on,,6.7
IMG_1293.JPG,photos\IMG_1293.JPG,3.1,실측 · 야간 · 카니발↔세단,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,2.58,2.581,2.581204076767661,3.6128717980609952,3.61,1.032,2.578,0.062,0.115,1354.0,2730.0,5.515,5.4,0.271555,0.200506,-0.001892,0.001853,1.354,0.12,0.204,0.0735,0.075,0.0189,0.0009,5.1,11.1,0.0613,0.0543,ok,ok,5.635,5.529,5.604,5.371,,,ok:200;ok:200,81/78,4.1/0.7,108/188,0.807/0.681,,off_alt,,7.5
IMG_1294.JPG,photos\IMG_1294.JPG,2.0,실측 · 야간 · 소나타↔SUV,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,1.749,1.75,1.7501731775658407,2.7836926279290335,2.78,1.034,1.656,0.064,0.563,1544.0,2732.0,4.398,3.836,0.47509,-0.088797,-0.00143,0.001247,5.35,0.011,-0.002,0.0054,0.0,0.0143,0.0417,3.3,4.5,0.0879,0.1053,ok,ok,4.398,4.481,3.836,3.92,,,,93/78,8.2/0.2,144/139,0.785/0.747,,on,,6.6
IMG_1294.JPG,photos\IMG_1294.JPG,2.0,실측 · 야간 · 소나타↔SUV,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,1.749,1.75,1.7501471741326495,2.7836926279290335,2.78,1.034,1.661,0.052,0.549,1540.0,2732.0,4.387,3.838,0.469299,-0.080676,-0.00143,0.001251,5.817,0.011,-0.002,0.0053,0.0,0.0143,0.0005,3.3,4.5,0.0879,0.1053,ok,ok,4.399,4.481,3.836,3.92,,,ok:200;ok:200,93/78,12.2/0.2,144/139,0.785/0.747,,off_alt,,7.5
IMG_1295.JPG,photos\IMG_1295.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.043,5.044,5.044174233465993,,6.28,0.0,4.971,0.084,0.853,856.0,3194.0,6.621,5.768,0.561687,0.22964,-0.002241,0.001952,2.446,0.823,0.056,0.4751,0.384,0.0224,0.0363,31.8,5.1,0.0646,0.0544,ok,ok,6.621,6.055,5.768,5.676,,,,51/50,0.7/0.4,118/142,0.724/0.726,,on,,6.6
IMG_1295.JPG,photos\IMG_1295.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,4.659,4.663,4.663238365145627,,6.28,0.0,4.658,0.204,0.086,837.0,3194.0,5.798,5.712,0.423342,0.385928,-0.001991,0.001961,1.097,0.823,0.056,0.37,0.384,0.0199,0.0022,31.8,5.1,0.0646,0.0544,ok,ok,6.6,6.055,5.768,5.676,,,ok:183;ok:200,51/50,19.7/0.4,111/142,0.724/0.726,,off_alt,,7.3
IMG_1296.JPG,photos\IMG_1296.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.756,5.758,5.757512408124941,,7.24,0.0,5.731,0.111,0.544,879.0,2853.0,8.684,8.14,0.483241,0.191607,-0.002969,0.002783,2.522,0.405,-0.154,0.1662,0.091,0.0297,0.0461,12.8,9.3,0.0953,0.0681,ok,ok,8.684,8.381,8.14,8.501,,,,53/71,0.9/0.6,137/180,0.755/0.715,,on,,6.8
IMG_1296.JPG,photos\IMG_1296.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.665,5.67,5.669857687803021,,7.24,0.0,5.665,0.235,0.015,862.0,2853.0,8.279,8.294,0.39361,0.29011,-0.002843,0.002848,1.357,0.405,-0.154,0.1147,0.091,0.0285,0.0069,12.8,9.3,0.0953,0.0681,ok,ok,8.674,8.381,8.14,8.501,,,ok:171;ok:193,53/71,17.9/0.6,108/173,0.755/0.715,,off_alt,,7.4
IMG_1297.JPG,photos\IMG_1297.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.958,5.958,5.957628674004124,,5.68,0.0,4.652,0.01,3.722,975.0,2792.0,9.045,5.323,0.903858,-0.416629,-0.002425,0.001427,2.169,0.27,0.188,0.1657,0.13,0.0243,0.1507,7.0,31.3,0.1667,0.0718,ok,ok,9.045,8.866,5.323,4.774,,,,59/74,4.2/6.7,200/166,0.781/0.675,,on,,7.1
IMG_1297.JPG,photos\IMG_1297.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.828,5.828,5.82849857487163,,5.68,0.0,4.551,0.092,3.64,962.0,2796.0,8.775,5.135,0.907218,-0.41534,-0.002353,0.001377,2.184,0.27,0.188,0.1669,0.13,0.0235,0.0032,7.0,31.3,0.1667,0.0718,ok,ok,9.04,8.866,5.319,4.774,,,ok:129;ok:192,59/74,17.2/10.7,124/159,0.781/0.675,,off_alt,,7.9
IMG_1299.JPG,photos\IMG_1299.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,retake:NO_VALID_PAIR,6.9
IMG_1299.JPG,photos\IMG_1299.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off_alt,retake:NO_VALID_PAIR,6.9
IMG_1300.JPG,photos\IMG_1300.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,retake:NO_VALID_PAIR,6.4
IMG_1300.JPG,photos\IMG_1300.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off_alt,retake:NO_VALID_PAIR,6.5
IMG_1301.JPG,photos\IMG_1301.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.615,5.619,5.619068060967838,,5.89,0.0,4.686,0.201,3.094,1009.0,2870.0,8.753,5.659,0.839539,-0.306202,-0.002508,0.001622,2.742,0.018,0.149,-0.0305,-0.034,0.0251,0.1469,3.9,24.6,0.175,0.0601,ok,ok,8.753,8.868,5.659,5.224,,,,61/70,2.9/4.5,200/166,0.772/0.685,,on,,6.6
IMG_1301.JPG,photos\IMG_1301.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.649,5.659,5.658533229956823,,5.89,0.0,4.638,0.325,3.225,1009.0,2871.0,8.735,5.51,0.854769,-0.329762,-0.002463,0.001554,2.592,0.018,0.149,-0.0337,-0.034,0.0246,0.0029,3.9,24.6,0.175,0.0601,ok,ok,8.753,8.868,5.658,5.224,,,ok:171;ok:198,61/70,2.9/5.5,171/166,0.772/0.685,,off_alt,,7.3
IMG_1302.JPG,photos\IMG_1302.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.23,5.232,5.231934899210706,,,0.0,4.558,0.132,2.565,861.0,2713.0,6.202,8.767,-0.144737,0.698999,-0.001856,0.002624,4.829,0.24,-1.203,-0.8756,-1.001,0.0262,0.0547,41.9,35.2,0.0907,0.0783,ok,ok,6.202,5.62,8.767,10.08,,,,52/61,5.5/0.1,163/161,0.775/0.738,,on,,6.3
IMG_1302.JPG,photos\IMG_1302.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,6.231,6.24,6.239860383457295,,,0.0,4.772,0.331,4.007,851.0,2713.0,5.962,9.97,-0.336752,0.826404,-0.001568,0.002622,2.454,0.24,-1.203,-1.075,-1.001,0.0262,0.0176,41.9,35.2,0.0907,0.0783,ok,ok,6.188,5.62,8.767,10.08,,,ok:109;ok:40,52/61,15.5/0.1,75/40,0.775/0.738,,off_alt,,6.8
IMG_1303.JPG,photos\IMG_1303.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,retake:NO_VALID_PAIR,6.1
IMG_1303.JPG,photos\IMG_1303.JPG,5.5,실측 · 동일지점 C 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off_alt,retake:NO_VALID_PAIR,6.1
IMG_1304.JPG,photos\IMG_1304.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.947,5.948,5.9479187309214705,,7.41,0.0,5.809,0.125,1.272,902.0,3101.0,8.32,7.048,0.587559,0.150122,-0.002791,0.002364,3.914,-0.353,0.497,-0.1328,-0.204,0.0279,0.0297,13.1,15.9,0.0506,0.1238,ok,ok,8.32,8.748,7.048,6.751,,,,54/56,0.7/0.1,172/147,0.706/0.82,,on,,6.2
IMG_1304.JPG,photos\IMG_1304.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,6.151,6.155,6.155265712328211,,7.41,0.0,5.774,0.215,2.122,897.0,3101.0,8.673,6.551,0.705651,0.004757,-0.002796,0.002112,148.338,-0.353,0.497,-0.2467,-0.204,0.028,0.0103,13.1,15.9,0.0506,0.1238,ok,ok,8.324,8.748,7.048,6.751,,,ok:174;ok:196,54/56,5.7/0.1,171/143,0.706/0.82,,off_alt,,6.7
IMG_1305.JPG,photos\IMG_1305.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,6.001,6.004,6.00358685071612,,7.46,0.0,5.997,0.191,0.218,721.0,3099.0,7.443,7.224,0.480786,0.335294,-0.002554,0.002479,1.434,0.03,0.497,0.1811,0.143,0.0255,0.0358,44.5,17.6,0.0413,0.1069,out_of_range,ok,,7.614,7.224,6.867,,,ok:77,44/56,8.7/0.4,75/147,0.669/0.791,,on,,6.8
IMG_1305.JPG,photos\IMG_1305.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.858,5.87,5.869923127929406,,7.46,0.0,5.818,0.377,0.686,719.0,3105.0,7.413,6.727,0.559434,0.254297,-0.002528,0.002294,2.2,0.03,0.497,0.1432,0.143,0.0253,0.0146,44.5,17.6,0.0413,0.1069,out_of_range,ok,,7.614,7.22,6.867,,,ok:92;ok:166,44/56,10.7/6.4,75/121,0.669/0.791,,off_alt,,7.4
IMG_1306.JPG,photos\IMG_1306.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,6.74,6.753,6.752854012379269,,7.49,0.0,6.113,0.417,2.838,796.0,3211.0,8.776,5.938,0.801047,-0.04881,-0.002734,0.00185,16.411,0.85,0.269,0.6678,0.659,0.0273,0.0461,31.5,9.6,0.0576,0.1216,ok,ok,8.776,8.019,5.938,5.78,,,,48/49,6.2/0.6,174/146,0.71/0.792,,on,,6.4
IMG_1306.JPG,photos\IMG_1306.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,6.081,6.101,6.101001363921009,,7.49,0.0,5.647,0.492,2.256,796.0,3211.0,7.926,5.669,0.760093,0.010033,-0.002527,0.001808,75.762,0.85,0.269,0.6488,0.659,0.0253,0.0041,31.5,9.6,0.0576,0.1216,ok,ok,8.776,8.019,5.938,5.78,,,ok:123;ok:150,48/49,6.2/0.6,122/102,0.71/0.792,,off_alt,,7.0
IMG_1307.JPG,photos\IMG_1307.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.58,5.58,5.580398042400574,,6.47,0.0,4.995,0.021,2.489,1094.0,3098.0,8.601,6.112,0.729417,-0.113479,-0.002644,0.001879,6.428,-0.996,0.335,-0.7645,-0.86,0.0264,0.0442,29.7,27.9,0.0606,0.0966,ok,ok,8.601,9.853,6.112,5.647,,,,64/56,0.9/0.6,160/152,0.725/0.82,,on,,6.4
IMG_1307.JPG,photos\IMG_1307.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,6.44,6.44,6.440216112731272,,6.47,0.0,5.185,0.067,3.819,1094.0,3098.0,9.597,5.777,0.847984,-0.29388,-0.002653,0.001597,2.885,-0.996,0.335,-0.943,-0.86,0.0265,0.0042,29.7,27.9,0.0606,0.0966,ok,ok,8.601,9.853,6.112,5.647,,,ok:152;ok:162,64/56,0.9/0.6,152/124,0.725/0.82,,off_alt,,7.0
IMG_1308.JPG,photos\IMG_1308.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,retake:NO_VALID_PAIR,6.0
IMG_1308.JPG,photos\IMG_1308.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off_alt,retake:NO_VALID_PAIR,6.0
IMG_1309.JPG,photos\IMG_1309.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,retake:NO_VALID_PAIR,6.2
IMG_1309.JPG,photos\IMG_1309.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off_alt,retake:NO_VALID_PAIR,6.3
IMG_1310.JPG,photos\IMG_1310.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,5.775,5.78,5.780478363462201,,5.87,0.0,4.348,0.243,3.802,918.0,2882.0,4.77,8.572,-0.374416,0.882135,-0.001233,0.002216,2.356,0.278,-0.402,-0.4587,-0.482,0.0222,0.1622,34.2,18.0,0.0461,0.1839,ok,ok,4.77,4.314,8.572,9.13,,,,56/69,9.8/0.7,128/191,0.797/0.753,,on,,6.4
IMG_1310.JPG,photos\IMG_1310.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,6.257,6.277,6.277025028472956,,5.87,0.0,4.366,0.502,4.482,916.0,2882.0,4.492,8.974,-0.452764,0.923843,-0.001076,0.00215,2.04,0.278,-0.402,-0.4973,-0.482,0.0215,0.0045,34.2,18.0,0.0461,0.1839,ok,ok,4.768,4.314,8.572,9.13,,,ok:196;ok:123,56/69,11.8/0.7,126/102,0.797/0.753,,off_alt,,6.9
IMG_1311.JPG,photos\IMG_1311.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,retake:NO_VALID_PAIR,6.3
IMG_1311.JPG,photos\IMG_1311.JPG,6.5,실측 · 동일지점 D 를 여러 각도에서 (8장 묶음) · 판정 갈림 구간,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off_alt,retake:NO_VALID_PAIR,6.4
IMG_7412.HEIC,photos\IMG_7412.HEIC,,미측정 · HEIC,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,retake:NOT_ENOUGH_CARS,6.2
IMG_7412.HEIC,photos\IMG_7412.HEIC,,미측정 · HEIC,True,0.5,46b265f5f62f,on,4032,3024,exif,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off_alt,retake:NOT_ENOUGH_CARS,6.2
IMG_7413.HEIC,photos\IMG_7413.HEIC,,미측정 · HEIC,True,0.5,46b265f5f62f,on,3024,4032,exif,2184.0,,,,1.372,1.372,1.3722978102590415,2.0364418997962046,2.04,0.664,1.372,0.021,0.023,933.0,2128.0,2.519,2.496,0.281921,0.265163,-0.001153,0.001143,1.063,0.134,0.151,0.0778,0.074,0.0115,0.0064,17.1,19.1,0.0179,0.0242,ok,ok,2.519,2.334,2.496,2.314,,,,56/54,3.7/0.6,104/104,0.765/0.771,,on,,6.6
